request_id,generated_at,target_word,frame_count,timeline_frame_count,capture_fps,standard_json,query_json,error,score,band,diagnosis,dtw_distance,normalized_distance,score_distance,alignment_mode,used_action_window,score_scale_reason,capture_quality_status,capture_quality_reason,capture_quality_reliable,semantic_core_presence,semantic_core_guard_passed,semantic_floor_reason,semantic_floor_score,semantic_floor_used,semantic_floor_direction_cosine,semantic_floor_vertical_score,semantic_floor_amplitude_ratio,semantic_floor_horizontal_to_vertical,semantic_floor_relation_presence,flower_opening_passed,flower_opening_score,flower_opening_hand,left_hand_presence,right_hand_presence,two_hand_presence,pose_presence,face_presence,presence_penalty,required_presence_penalty,semantic_delta_penalty,semantic_anchor_penalty,group_left_hand,group_right_hand,group_left_hand_shape,group_right_hand_shape,group_two_hand_relation
web_20260523_011135_5967dd5a,2026-05-23T01:11:37,跳,30,,10.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_011135_5967dd5a/holistic/user_跳_web_20260523_011135_5967dd5a_holistic_results.json,,3.176326465637675,low,jump_two_hand_presence_low,0.36912364171864787,0.620900074158885,0.620900074158885,semantic_action_window,True,short_action_window_with_query_energy_peak,needs_recapture,jump_two_hand_presence_low,False,0.5,True,insufficient_two_hand_presence,0.0,False,,,,,0.5,True,,,0.4666666666666667,0.7,0.4666666666666667,1.0,1.0,0.015448695652173912,0.08639999999999998,0.0839691201505302,0.03447784133408851,0.07896404938236017,0.23052823151368892,0.13526202864186151,0.28932951211804775,0.4973550298001683
web_20260523_015650_c394e067,2026-05-23T01:56:52,跳,19,37,14.682539682539682,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_015650_c394e067/holistic/user_跳_web_20260523_015650_c394e067_holistic_results.json,,84.92334172592344,normal_like,jump_core_accepted,0.047507957405413435,0.0567061731277496,0.040078388035854895,semantic_action_window,True,jump_relation_semantic_floor,score_valid,score_valid,True,1.0,True,used,84.92334172592344,True,0.9991643598546499,1.0,0.9761694370129093,0.6416554325973503,1.0,True,,,0.8947368421052632,0.8947368421052632,0.8947368421052632,1.0,1.0,0.002542995169082127,0.0,0.0034351449734841793,0.005661870031570454,0.014570871301029442,0.01103317493287221,0.07239472451864791,0.040172947780982377,0.009591429500753106
web_20260523_015727_2cb1fbe6,2026-05-23T01:57:28,跳,19,37,14.682539682539682,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_015727_2cb1fbe6/holistic/user_跳_web_20260523_015727_2cb1fbe6_holistic_results.json,,84.94841523300283,normal_like,jump_core_accepted,0.044490776050910404,0.05107344476437807,0.03550167314655943,semantic_action_window,True,jump_relation_semantic_floor,score_valid,score_valid,True,1.0,True,used,84.94841523300283,True,0.9994062681864736,1.0,1.0158404771126321,0.7243489648434365,1.0,True,,,0.8947368421052632,0.8947368421052632,0.8947368421052632,1.0,1.0,0.002542995169082127,0.0,0.0020243264681970084,0.003158852343918559,0.01249785477821893,0.009212301069541285,0.04945501040807624,0.04027302415833194,0.008955788627809472
web_20260523_015736_2678050f,2026-05-23T01:57:38,花,30,54,18.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_015736_2678050f/holistic/user_花_web_20260523_015736_2678050f_holistic_results.json,,77.84019168252094,normal_like,flower_core_accepted,0.03211483704203059,0.03632428141110601,0.03632428141110601,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.7,True,,0.0,,,,,,,True,1.0,right_hand_shape,0.03333333333333333,0.7,0.03333333333333333,1.0,1.0,0.0029502034776174675,0.0,0.029791647851543555,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260523_015755_80a348dd,2026-05-23T01:57:57,花,30,54,18.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_015755_80a348dd/holistic/user_花_web_20260523_015755_80a348dd_holistic_results.json,,78.25112504326592,normal_like,flower_core_accepted,0.0315532564479656,0.035560811972611794,0.035560811972611794,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.7666666666666667,True,,0.0,,,,,,,True,1.0,right_hand_shape,0.0,0.7666666666666667,0.0,1.0,1.0,0.0005635220125786164,0.0,0.06241580504332808,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260523_015816_3c06955d,2026-05-23T01:58:17,花,30,54,18.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_015816_3c06955d/holistic/user_花_web_20260523_015816_3c06955d_holistic_results.json,,78.22802383654293,normal_like,flower_core_accepted,0.031176901040821693,0.035603625024997976,0.035603625024997976,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.6333333333333333,True,,0.0,,,,,,,True,0.7371691137552262,right_hand_shape,0.0,0.6333333333333333,0.0,1.0,1.0,0.005724197285667003,0.0,0.04757675589411679,0.005545320314360563,0.0,0.0,0.0,0.0,0.0
web_20260523_015835_2dfac551,2026-05-23T01:58:36,花,15,30,10.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_015835_2dfac551/holistic/user_花_web_20260523_015835_2dfac551_holistic_results.json,,76.9395809124488,normal_like,flower_core_accepted,0.032939754449510944,0.03801171166469929,0.03801171166469929,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.7333333333333333,True,,0.0,,,,,,,True,1.0,right_hand_shape,0.0,0.7333333333333333,0.0,1.0,1.0,0.0010084078119827924,0.0,0.044774868588770514,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260523_020555_09843ad1,2026-05-23T02:05:57,跳,19,37,14.682539682539682,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_020555_09843ad1/holistic/user_跳_web_20260523_020555_09843ad1_holistic_results.json,,84.94841523300283,normal_like,jump_core_accepted,0.044490776050910404,0.05107344476437807,0.03550167314655943,semantic_action_window,True,jump_relation_semantic_floor,score_valid,score_valid,True,1.0,True,used,84.94841523300283,True,0.9994062681864736,1.0,1.0158404771126321,0.7243489648434365,1.0,True,,,0.8947368421052632,0.8947368421052632,0.8947368421052632,1.0,1.0,0.002542995169082127,0.0,0.0020243264681970084,0.003158852343918559,0.01249785477821893,0.009212301069541285,0.04945501040807624,0.04027302415833194,0.008955788627809472
web_20260523_020656_ffa06ed9,2026-05-23T02:06:57,花,15,30,10.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_020656_ffa06ed9/holistic/user_花_web_20260523_020656_ffa06ed9_holistic_results.json,,77.18278859042866,normal_like,flower_core_accepted,0.0329345583399602,0.03755408643232683,0.03755408643232683,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.7333333333333333,True,,0.0,,,,,,,True,0.8214454036951065,right_hand_shape,0.06666666666666667,0.7333333333333333,0.06666666666666667,1.0,1.0,0.0017481394941293354,0.0,0.03566984483261521,0.011736626668583607,0.0,0.0,0.0,0.0,0.0
web_20260523_020721_d12639c5,2026-05-23T02:07:23,花,15,30,10.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_020721_d12639c5/holistic/user_花_web_20260523_020721_d12639c5_holistic_results.json,,77.48293063086018,normal_like,flower_core_accepted,0.03295210723868895,0.036991315952703954,0.036991315952703954,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.8,True,,0.0,,,,,,,True,1.0,right_hand_shape,0.0,0.8,0.0,1.0,1.0,0.00213545183714002,0.0,0.037910332890428035,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260523_020734_b9299448,2026-05-23T02:07:35,花,15,30,10.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_020734_b9299448/holistic/user_花_web_20260523_020734_b9299448_holistic_results.json,,78.08182582418904,normal_like,flower_core_accepted,0.0330560476145772,0.03587486471998705,0.03587486471998705,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.6666666666666666,True,,0.0,,,,,,,True,1.0,right_hand_shape,0.0,0.6666666666666666,0.0,1.0,1.0,0.004152267461105599,0.0,0.029113563885322696,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260523_020807_c15e8c2b,2026-05-23T02:08:08,花,15,30,10.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_020807_c15e8c2b/holistic/user_花_web_20260523_020807_c15e8c2b_holistic_results.json,,78.76797454435363,normal_like,flower_core_accepted,0.029192318378828915,0.034606234490986404,0.034606234490986404,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.6666666666666666,True,,0.0,,,,,,,True,0.55,right_hand_shape,0.0,0.6666666666666666,0.0,1.0,1.0,0.004152267461105599,0.0,0.04353078058947623,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260523_020825_2312ad97,2026-05-23T02:08:28,花,45,54,18.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_020825_2312ad97/holistic/user_花_web_20260523_020825_2312ad97_holistic_results.json,,63.31809108845088,borderline,flower_core_accepted,0.03395909345739539,0.0662648692803439,0.0662648692803439,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.7777777777777778,True,,0.0,,,,,,,True,1.0,right_hand_shape,0.0,0.7777777777777778,0.0,1.0,1.0,0.001087498620765749,0.0,0.04349909057739411,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260523_020843_6ba8acd9,2026-05-23T02:08:48,花,60,60,20.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_020843_6ba8acd9/holistic/user_花_web_20260523_020843_6ba8acd9_holistic_results.json,,66.85704531405491,borderline,flower_core_accepted,0.03241316979462149,0.05837895722517185,0.05837895722517185,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.7166666666666667,True,,0.0,,,,,,,True,0.5564961850643159,right_hand_shape,0.0,0.7166666666666667,0.0,1.0,1.0,0.0017943727242634914,0.0,0.05170964217094175,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260523_020951_6ff2657c,2026-05-23T02:09:56,跳,60,60,20.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_020951_6ff2657c/holistic/user_跳_web_20260523_020951_6ff2657c_holistic_results.json,,7.283056837579631,low,jump_two_hand_presence_low,0.21681206641670905,0.4445641738425614,0.4445641738425614,semantic_action_window,True,short_action_window_with_query_energy_peak,needs_recapture,jump_two_hand_presence_low,False,0.11764705882352941,True,insufficient_two_hand_presence,0.0,False,,,,,0.11764705882352941,True,,,0.26666666666666666,0.6666666666666666,0.26666666666666666,1.0,1.0,0.0176513782324524,0.11599477124183004,0.056252062416246466,0.025344181457338487,0.03018701103576999,0.2134578055021934,0.0402629531042955,0.2834326391932428,0.0931262090126734
web_20260523_021006_aef545ce,2026-05-23T02:10:10,跳,60,60,20.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_021006_aef545ce/holistic/user_跳_web_20260523_021006_aef545ce_holistic_results.json,,72.86982177632768,borderline,jump_core_accepted,0.3329664150705042,0.40810640775337137,0.40810640775337137,semantic_action_window,True,jump_relation_semantic_floor,score_valid,score_valid,True,0.9411764705882353,True,used,72.86982177632768,True,0.7471162521034977,1.0,5.501047290408654,0.11681272024249943,0.9411764705882353,True,,,0.7333333333333333,0.6,0.6,1.0,1.0,0.0011967036089798248,0.0,0.04800746599061163,0.023390220146860572,0.09751829285246094,0.2483682931470315,0.13650508252977037,0.2770490600000407,0.5661854856813967
web_20260523_021604_9c415199,2026-05-23T02:16:08,跳,60,60,20.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_021604_9c415199/holistic/user_跳_web_20260523_021604_9c415199_holistic_results.json,,4.7839703876199815,low,jump_two_hand_presence_low,0.2794909329047356,0.5158880282499858,0.5158880282499858,semantic_action_window,True,short_action_window_with_query_energy_peak,needs_recapture,jump_two_hand_presence_low,False,0.11764705882352941,True,insufficient_two_hand_presence,0.0,False,,,,,0.11764705882352941,True,,,0.13333333333333333,0.7166666666666667,0.13333333333333333,1.0,1.0,0.0176513782324524,0.11599477124183004,0.056751291070119385,0.034741202181777724,0.0,0.19822174559328593,0.0,0.26506764449864023,0.0
web_20260523_021622_26666615,2026-05-23T02:16:24,跳,30,54,18.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_021622_26666615/holistic/user_跳_web_20260523_021622_26666615_holistic_results.json,,70.08362779511887,borderline,jump_core_accepted,0.3005133831403335,0.4322340118757013,0.4322340118757013,semantic_action_window,True,jump_relation_semantic_floor,score_valid,score_valid,True,0.875,True,used,70.08362779511887,True,0.6958010009877477,1.0,4.597114704673051,0.1851489249042562,0.875,True,,,0.6,0.5,0.5,1.0,1.0,0.004323091787439612,0.01328888888888888,0.0522932479714366,0.02777882015201767,0.10058708196679592,0.19109923576698365,0.170145708699416,0.2448457331293016,0.541178117894048
web_20260523_022509_a44cb853,2026-05-23T02:25:12,跳,30,54,18.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_022509_a44cb853/holistic/user_跳_web_20260523_022509_a44cb853_holistic_results.json,,74.91546989845658,borderline,jump_core_accepted,0.2737661730991391,0.4145855349518649,0.4145855349518649,semantic_action_window,True,jump_relation_semantic_floor,score_valid,score_valid,True,0.75,True,used,74.91546989845658,True,0.983488600927999,1.0,2.0451028943416483,0.019128647798587046,0.75,True,,,0.7666666666666667,0.6666666666666666,0.6666666666666666,1.0,1.0,0.010553429951690823,0.034399999999999986,0.02239404078376286,0.020304018659992394,0.06998802667080362,0.19050194261414313,0.12516002305595517,0.271820757560943,0.28986334727606095
web_20260523_023452_bd691c4f,2026-05-23T02:34:56,花,53,105,29.44954128440367,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_023452_bd691c4f/holistic/user_花_web_20260523_023452_bd691c4f_holistic_results.json,,79.39839837023891,normal_like,flower_core_accepted,0.02899202722322958,0.033450338491697165,0.033450338491697165,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.7735849056603774,True,,0.0,,,,,,,True,0.816073654294014,right_hand_shape,0.0,0.7735849056603774,0.0,1.0,1.0,0.0008897715988083416,0.0,0.008537073506558171,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260523_023716_bb545221,2026-05-23T02:37:17,花,15,30,10.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_023716_bb545221/holistic/user_花_web_20260523_023716_bb545221_holistic_results.json,,75.53318443817626,normal_like,flower_core_accepted,0.036608248191187985,0.04068672411070608,0.04068672411070608,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.6666666666666666,True,,0.0,,,,,,,True,0.5927757751941681,right_hand_shape,0.0,0.6666666666666666,0.0,1.0,1.0,0.004152267461105599,0.0,0.036111668408146266,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260523_023729_fe2e847d,2026-05-23T02:37:30,花,15,30,10.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_023729_fe2e847d/holistic/user_花_web_20260523_023729_fe2e847d_holistic_results.json,,78.09925693366887,normal_like,flower_core_accepted,0.03306179338375074,0.035842498304792074,0.035842498304792074,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.8,True,,0.0,,,,,,,True,0.6797603499889374,right_hand_shape,0.0,0.8,0.0,1.0,1.0,0.00213545183714002,0.0,0.030918645151685447,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260523_023751_844be9b0,2026-05-23T02:37:53,花,15,30,10.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_023751_844be9b0/holistic/user_花_web_20260523_023751_844be9b0_holistic_results.json,,78.30805692480041,normal_like,flower_core_accepted,0.03273400609866125,0.03545535507021096,0.03545535507021096,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.8666666666666667,True,,0.0,,,,,,,True,0.7885371279716492,right_hand_shape,0.0,0.8666666666666667,0.0,1.0,1.0,0.005279311486262827,0.0,0.02744503022760917,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260523_023814_169a471d,2026-05-23T02:38:17,花,30,54,18.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_023814_169a471d/holistic/user_花_web_20260523_023814_169a471d_holistic_results.json,,77.05564745831941,normal_like,flower_core_accepted,0.0348391223445133,0.03779313797879898,0.03779313797879898,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.8666666666666667,True,,0.0,,,,,,,True,0.44249507188797,right_hand_shape,0.0,0.8666666666666667,0.0,1.0,1.0,0.005279311486262827,0.0,0.0253168701913913,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260523_023830_033d7664,2026-05-23T02:38:33,花,30,54,18.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_023830_033d7664/holistic/user_花_web_20260523_023830_033d7664_holistic_results.json,,78.8270187377436,normal_like,flower_core_accepted,0.03167090723238341,0.03449758372405747,0.03449758372405747,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.8,True,,0.0,,,,,,,True,1.0,right_hand_shape,0.0,0.8,0.0,1.0,1.0,0.00213545183714002,0.0,0.039396930666944156,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260523_024000_dd35e1bb,2026-05-23T02:40:02,跳,30,54,18.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_024000_dd35e1bb/holistic/user_跳_web_20260523_024000_dd35e1bb_holistic_results.json,,72.94307183299364,borderline,jump_core_accepted,0.3346600076638852,0.5411221719397376,0.5411221719397376,semantic_action_window,True,jump_relation_semantic_floor,score_valid,score_valid,True,0.75,True,used,72.94307183299364,True,0.9762317965600258,1.0,3.4848190294122583,0.00893464967456291,0.75,True,,,0.9,0.7,0.7,1.0,1.0,0.010553429951690823,0.034399999999999986,0.09405148347586445,0.031410405373677515,0.0837464196772602,0.18691143207343067,0.1371280582539825,0.2393188944365147,0.45746823483502885
web_20260523_024025_9c6cf572,2026-05-23T02:40:28,跳,30,54,18.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_024025_9c6cf572/holistic/user_跳_web_20260523_024025_9c6cf572_holistic_results.json,,3.769062346165826,low,jump_two_hand_presence_low,0.2770320327843779,0.5563534137528376,0.5563534137528376,semantic_action_window,True,short_action_window_with_query_energy_peak,needs_recapture,jump_two_hand_presence_low,False,0.5,True,insufficient_two_hand_presence,0.0,False,,,,,0.5,True,,,0.3,0.6,0.3,1.0,1.0,0.00890048309178744,0.058488888888888875,0.057639689598561965,0.028295914693090108,0.08711477730513467,0.19705130502438026,0.12308202826999239,0.27104326613584745,0.3530708972580753
web_20260523_024037_ff5b3fb5,2026-05-23T02:40:39,跳,30,54,18.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_024037_ff5b3fb5/holistic/user_跳_web_20260523_024037_ff5b3fb5_holistic_results.json,,6.226831427977597,low,jump_two_hand_presence_low,0.29188021697759464,0.471154171699649,0.471154171699649,semantic_action_window,True,short_action_window_with_query_energy_peak,needs_recapture,jump_two_hand_presence_low,False,0.5,True,insufficient_two_hand_presence,0.0,False,,,,,0.5,True,,,0.5,0.8333333333333334,0.5,1.0,1.0,0.00890048309178744,0.058488888888888875,0.04404136843505351,0.02475098130596057,0.08696867691946779,0.21367967042332983,0.09224758605999825,0.2729481568814396,0.2653972357550851
web_20260523_030621_977512c9,2026-05-23T03:06:25,花,53,105,29.44954128440367,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_030621_977512c9/holistic/user_花_web_20260523_030621_977512c9_holistic_results.json,,79.39839837023891,normal_like,flower_core_accepted,0.02899202722322958,0.033450338491697165,0.033450338491697165,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.7735849056603774,True,,0.0,,,,,,,True,0.816073654294014,right_hand_shape,0.0,0.7735849056603774,0.0,1.0,1.0,0.0008897715988083416,0.0,0.008537073506558171,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260523_030625_c3f72e11,2026-05-23T03:06:26,跳,19,37,14.682539682539682,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_030625_c3f72e11/holistic/user_跳_web_20260523_030625_c3f72e11_holistic_results.json,,84.96471093977739,normal_like,jump_core_accepted,0.047280118537600724,0.055043579513593774,0.038495538025433526,semantic_action_window,True,jump_relation_semantic_floor,score_valid,score_valid,True,1.0,True,used,84.96471093977739,True,0.9994498509339091,1.0,1.0085224911160175,0.6482222923879405,1.0,True,,,0.8947368421052632,0.8947368421052632,0.8947368421052632,1.0,1.0,0.002542995169082127,0.0,0.0029444120094800994,0.003036631104924646,0.013050415656164898,0.010869041562637845,0.07971353502642227,0.03963831015681503,0.00812232344446573
web_20260523_031125_9cc568f2,2026-05-23T03:11:28,花,53,105,29.44954128440367,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_031125_9cc568f2/holistic/user_花_web_20260523_031125_9cc568f2_holistic_results.json,,79.2397950568015,normal_like,flower_core_accepted,0.029482937069314468,0.03374027482561618,0.03374027482561618,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.7924528301886793,True,,0.0,,,,,,,True,0.8892769348621369,right_hand_shape,0.0,0.7924528301886793,0.0,1.0,1.0,0.0017795431976166832,0.0,0.013401847665030988,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260523_031129_bd3988e8,2026-05-23T03:11:30,跳,19,37,14.682539682539682,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_031129_bd3988e8/holistic/user_跳_web_20260523_031129_bd3988e8_holistic_results.json,,84.97386773835608,normal_like,jump_core_accepted,0.04870685196651341,0.057656330301181155,0.040608932112901466,semantic_action_window,True,jump_relation_semantic_floor,score_valid,score_valid,True,1.0,True,used,84.97386773835608,True,0.9997262652221789,1.0,1.008410660853481,0.6691438404871951,1.0,True,,,0.8947368421052632,0.8947368421052632,0.8947368421052632,1.0,1.0,0.002542995169082127,0.0,0.0017909634296471876,0.0027588801996548647,0.011288830204728295,0.010089209649714317,0.08586628769792938,0.04079521596680252,0.011835508064836592
web_20260523_031134_8688f93f,2026-05-23T03:11:36,跳,30,54,18.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_031134_8688f93f/holistic/user_跳_web_20260523_031134_8688f93f_holistic_results.json,,77.61020177401426,normal_like,jump_core_accepted,0.29589639787091027,0.4421007365663946,0.4421007365663946,semantic_action_window,True,jump_relation_semantic_floor,score_valid,score_valid,True,0.7272727272727273,True,used,77.61020177401426,True,0.988887748567073,1.0,1.2677418711514081,0.6715128718097058,0.7272727272727273,True,,,0.7,0.6,0.6,1.0,1.0,0.0036989020641194537,0.024307070707070694,0.04174968206664311,0.031343518746747887,0.07954004133682574,0.19533253464630132,0.14394598934635372,0.27089720824427427,0.36054181181248796
